Wall time,Step,Value
1628522385.6605632,121,0.030466755852103233
1628522425.0705438,122,0.03021017089486122
1628522464.2240827,123,0.030074650421738625
1628522503.4759014,124,0.03010447882115841
1628522542.952895,125,0.030174827203154564
1628522582.2830324,126,0.030256325379014015
1628522621.4235826,127,0.030151575803756714
1628522660.673482,128,0.030140334740281105
1628522699.955842,129,0.030150769278407097
1628522739.0809674,130,0.03017415665090084
1628522778.5434504,131,0.030231298878788948
1628522818.064695,132,0.0302139762789011
1628522857.8643706,133,0.03016754426062107
1628522897.3706706,134,0.030264904722571373
1628522936.821222,135,0.030148746445775032
1628522976.474332,136,0.030154874548316002
1628523016.0269477,137,0.030090512707829475
1628523055.1983829,138,0.030073896050453186
1628523094.501092,139,0.030215732753276825
1628523133.5746088,140,0.030421320348978043
1628523172.6965256,141,0.0301977451890707
1628523211.5894754,142,0.03006584756076336
1628523250.9290302,143,0.029930181801319122
1628523291.060802,144,0.029973534867167473
1628523330.6251853,145,0.030156994238495827
1628523369.812443,146,0.03004702553153038
1628523409.4244525,147,0.02999780885875225
1628523448.850709,148,0.030125005170702934
1628523487.9765282,149,0.029922151938080788
1628523527.2344167,150,0.02989412285387516
1628523566.702712,151,0.02989446371793747
1628523605.805777,152,0.029907872900366783
1628523645.1599436,153,0.030081383883953094
1628523684.1715064,154,0.02987781912088394
1628523723.363627,155,0.030077626928687096
1628523762.9316866,156,0.02991548180580139
1628523802.7898972,157,0.03013775870203972
1628523842.2568867,158,0.030296044424176216
1628523881.6826816,159,0.030048543587327003
1628523920.7033198,160,0.030041849240660667
1628523960.1307523,161,0.030093081295490265
1628524000.790346,162,0.030023667961359024
1628524039.5943124,163,0.029936663806438446
1628524079.11429,164,0.029950540512800217
1628524118.3376682,165,0.030073948204517365
1628524157.6024213,166,0.03002150170505047
1628524196.8008885,167,0.029910633340477943
1628524236.0541286,168,0.03002849780023098
1628524275.3653252,169,0.029978375881910324
1628524314.6858861,170,0.030002448707818985
1628524353.9044034,171,0.02998984232544899
1628524392.8150544,172,0.030189666897058487
1628524432.406225,173,0.030101198703050613
1628524471.4753265,174,0.03004388138651848
1628524510.9163036,175,0.0301742572337389
1628524550.0551023,176,0.03028622455894947
1628524589.2691503,177,0.03017103299498558
1628524628.1260808,178,0.03001457452774048
1628524667.536162,179,0.02997485361993313
1628524706.9687138,180,0.02985689789056778
1628524746.5307949,181,0.029819386079907417
1628524785.7863998,182,0.029913485050201416
1628524824.9775412,183,0.029774172231554985
1628524864.3117301,184,0.0297286044806242
1628524903.60231,185,0.029718955978751183
1628524944.4603283,186,0.029698286205530167
1628524986.055313,187,0.02978706918656826
1628525025.2776031,188,0.029882846400141716
1628525064.2000914,189,0.02987259067595005
1628525103.6320112,190,0.029773911461234093
1628525143.0805278,191,0.029785335063934326
1628525182.4742901,192,0.029823126271367073
1628525221.7053306,193,0.029932638630270958
1628525260.9780462,194,0.030004162341356277
1628525300.5447114,195,0.02987082302570343
1628525342.2330384,196,0.029973110184073448
1628525381.247215,197,0.03019319660961628
1628525420.7467077,198,0.030117366462945938
1628525463.240797,199,0.03002951107919216
