Wall time,Step,Value
1628517617.075555,0,4.660513877868652
1628517647.4028037,1,0.12398325651884079
1628517684.7478228,2,0.06310456246137619
1628517723.572585,3,0.05257655680179596
1628517762.931353,4,0.046853356063365936
1628517802.4598615,5,0.04330018162727356
1628517841.6615717,6,0.04096950218081474
1628517880.7982807,7,0.03946925327181816
1628517919.9311175,8,0.038123879581689835
1628517959.0169039,9,0.03717951476573944
1628517998.1814535,10,0.03654123470187187
1628518037.768398,11,0.03591877967119217
1628518077.7615223,12,0.035439301282167435
1628518117.037956,13,0.03512640669941902
1628518156.4425282,14,0.03476754203438759
1628518196.5494483,15,0.034512560814619064
1628518235.6592028,16,0.03424609825015068
1628518274.973181,17,0.03405562788248062
1628518314.9978948,18,0.03383179381489754
1628518354.9448621,19,0.03377145528793335
1628518394.0435607,20,0.03367052227258682
1628518432.972637,21,0.033517930656671524
1628518472.653784,22,0.03340468183159828
1628518512.5638506,23,0.033208783715963364
1628518552.0042813,24,0.03319522365927696
1628518592.208483,25,0.0329800508916378
1628518631.5951362,26,0.03297685086727142
1628518671.5293932,27,0.03287449851632118
1628518710.9398646,28,0.032750580459833145
1628518750.140868,29,0.03270689398050308
1628518789.4228225,30,0.032669685781002045
1628518828.807939,31,0.03272750973701477
1628518868.39667,32,0.03260357677936554
1628518907.7419024,33,0.032551854848861694
1628518947.0352812,34,0.032536495476961136
1628518986.549,35,0.032539304345846176
1628519025.93043,36,0.03248132765293121
1628519065.4330697,37,0.03254672884941101
1628519105.3069322,38,0.03235252574086189
1628519144.894685,39,0.03238888457417488
1628519184.5059392,40,0.032289888709783554
1628519223.8841622,41,0.03238033130764961
1628519263.4355786,42,0.0322779156267643
1628519303.3863003,43,0.03210825473070145
1628519342.7575107,44,0.03209090232849121
1628519382.7490702,45,0.03209963068366051
1628519422.023089,46,0.03209151327610016
1628519462.0916247,47,0.031984955072402954
1628519501.3862805,48,0.031940948218107224
1628519540.949873,49,0.031872108578681946
1628519580.44751,50,0.03178814798593521
1628519620.1134784,51,0.031745702028274536
1628519659.4482448,52,0.031759586185216904
1628519699.3099668,53,0.03170943260192871
1628519739.304328,54,0.03160330280661583
1628519778.7682383,55,0.03159317746758461
1628519818.6691065,56,0.03166256099939346
1628519858.3869462,57,0.031622085720300674
1628519898.0494478,58,0.03149595111608505
1628519938.07047,59,0.03156059607863426
1628519978.121555,60,0.03142806887626648
1628520017.7503893,61,0.03148679807782173
1628520057.2860465,62,0.03141063079237938
1628520097.5256398,63,0.03136979416012764
1628520137.2657058,64,0.03137761726975441
1628520177.014099,65,0.03133498504757881
1628520216.4092872,66,0.031240563839673996
1628520255.9061587,67,0.03130196034908295
1628520295.0944,68,0.031179921701550484
1628520334.672509,69,0.031055998057127
1628520373.959004,70,0.031179940328001976
1628520413.6969767,71,0.0310569629073143
1628520453.009935,72,0.031035427004098892
1628520493.1489117,73,0.03098314069211483
1628520532.3872163,74,0.031096912920475006
1628520571.4049628,75,0.031078463420271873
1628520610.5271764,76,0.031000344082713127
1628520649.768308,77,0.030927982181310654
1628520688.9936707,78,0.03087792918086052
1628520728.6624646,79,0.03087938018143177
1628520767.8203602,80,0.030805053189396858
1628520807.0865667,81,0.03071197308599949
1628520846.324221,82,0.030811306089162827
1628520885.4818685,83,0.0307049248367548
1628520925.001752,84,0.030745171010494232
1628520964.3065856,85,0.030732210725545883
1628521003.4772332,86,0.030705055221915245
1628521043.0862682,87,0.030698120594024658
1628521083.0642664,88,0.03067101165652275
1628521122.4380631,89,0.03067309409379959
1628521161.6987026,90,0.03074381873011589
1628521201.0324938,91,0.030598724260926247
1628521240.8235254,92,0.030617021024227142
1628521280.389962,93,0.030515775084495544
1628521319.7799582,94,0.030593352392315865
1628521359.6465569,95,0.030656222254037857
1628521399.0250425,96,0.03065280243754387
1628521438.3773284,97,0.030672097578644753
1628521477.9590316,98,0.0307569969445467
1628521517.1676111,99,0.030630003660917282
1628521556.6187167,100,0.0305401049554348
1628521595.9531512,101,0.030473381280899048
1628521635.5666716,102,0.03044932708144188
1628521675.5769885,103,0.03046238236129284
1628521714.7144365,104,0.030462060123682022
1628521754.1290424,105,0.03052542917430401
1628521793.3995686,106,0.03087925724685192
1628521832.80688,107,0.03058205172419548
1628521872.9062817,108,0.03073585219681263
1628521913.4254632,109,0.03046724945306778
1628521952.8279114,110,0.030428772792220116
1628521992.1286173,111,0.030604233965277672
1628522031.7436535,112,0.030209848657250404
1628522070.7160118,113,0.03016083873808384
1628522110.2703867,114,0.030216975137591362
1628522149.9220345,115,0.030364006757736206
1628522189.1337743,116,0.030418850481510162
1628522228.2499747,117,0.03029611147940159
1628522267.610581,118,0.0302126482129097
1628522306.9845648,119,0.030238891020417213
1628522346.2732177,120,0.030449364334344864
