Wall time,Step,Value
1628521399.0246017,96,0.027218056842684746
1628521438.376959,97,0.02716093882918358
1628521477.9586654,98,0.027301400899887085
1628521517.1671448,99,0.027310634031891823
1628521556.6183257,100,0.02712555043399334
1628521595.9526572,101,0.026767214760184288
1628521635.5662823,102,0.02667948417365551
1628521675.5768216,103,0.026633016765117645
1628521714.7139587,104,0.026913216337561607
1628521754.1286387,105,0.026770684868097305
1628521793.3992107,106,0.027354644611477852
1628521832.8064814,107,0.02706877700984478
1628521872.9058495,108,0.027057820931077003
1628521913.4250846,109,0.02685416489839554
1628521952.8277473,110,0.026931248605251312
1628521992.1281247,111,0.02700807712972164
1628522031.743478,112,0.026239797472953796
1628522070.7157133,113,0.026073655113577843
1628522110.2700338,114,0.026246534660458565
1628522149.92159,115,0.0266095083206892
1628522189.1332915,116,0.026774562895298004
1628522228.2495296,117,0.02632097713649273
1628522267.610153,118,0.02600627951323986
1628522306.9842248,119,0.026441555470228195
1628522346.2728474,120,0.02658683992922306
1628522385.660349,121,0.026476683095097542
1628522425.0691247,122,0.02608763799071312
1628522464.223693,123,0.025921452790498734
1628522503.4755166,124,0.025662019848823547
1628522542.9524832,125,0.02563854679465294
1628522582.2827227,126,0.02592240460216999
1628522621.4233787,127,0.025962239131331444
1628522660.673021,128,0.02574090100824833
1628522699.955374,129,0.025780586525797844
1628522739.0806644,130,0.0257896576076746
1628522778.5430996,131,0.02582348696887493
1628522818.0642433,132,0.025863992050290108
1628522857.8640647,133,0.025765838101506233
1628522897.370326,134,0.025841007009148598
1628522936.8207393,135,0.025769591331481934
1628522976.4738555,136,0.025553127750754356
1628523016.0264764,137,0.02539592981338501
1628523055.1979394,138,0.025630878284573555
1628523094.5006824,139,0.025842342525720596
1628523133.5741143,140,0.026353467255830765
1628523172.6960502,141,0.02604520693421364
1628523211.5891647,142,0.02576868049800396
1628523250.9286156,143,0.025339927524328232
1628523291.0603642,144,0.025343600660562515
1628523330.624842,145,0.02569165639579296
1628523369.8120632,146,0.02565980888903141
1628523409.4241402,147,0.02549608238041401
1628523448.8503428,148,0.025906963273882866
1628523487.9761586,149,0.025240179151296616
1628523527.2339017,150,0.025213247165083885
1628523566.7023365,151,0.025188937783241272
1628523605.8054006,152,0.025323888286948204
1628523645.1595507,153,0.025544455274939537
1628523684.1711266,154,0.025096170604228973
1628523723.3632698,155,0.025543276220560074
1628523762.9312077,156,0.025143716484308243
1628523802.7895184,157,0.025341453030705452
1628523842.2564845,158,0.02559741772711277
1628523881.6823616,159,0.025814222171902657
1628523920.702845,160,0.02543753758072853
1628523960.1302888,161,0.025514649227261543
1628524000.7898912,162,0.0254596509039402
1628524039.593913,163,0.02521912194788456
1628524079.1141014,164,0.02507716417312622
1628524118.33727,165,0.02528468891978264
1628524157.602069,166,0.025237878784537315
1628524196.8006005,167,0.025214025750756264
1628524236.053695,168,0.025229351595044136
1628524275.364913,169,0.02507285587489605
1628524314.685612,170,0.02509826049208641
1628524353.9040468,171,0.025212151929736137
1628524392.8146582,172,0.02544783428311348
1628524432.4060192,173,0.0251612588763237
1628524471.474955,174,0.02492351643741131
1628524510.915819,175,0.025150444358587265
1628524550.0547614,176,0.025285230949521065
1628524589.2687044,177,0.025530949234962463
1628524628.1256287,178,0.025395415723323822
1628524667.5357761,179,0.025134343653917313
1628524706.9682608,180,0.025004418566823006
1628524746.5303378,181,0.02484496682882309
1628524785.7859044,182,0.025028299540281296
1628524824.9770985,183,0.024760020896792412
1628524864.3114219,184,0.02477325312793255
1628524903.6019866,185,0.024742886424064636
1628524944.459869,186,0.024563467130064964
1628524986.054924,187,0.024743134155869484
1628525025.2773085,188,0.024896584451198578
1628525064.1996193,189,0.024860408157110214
1628525103.6316202,190,0.024569302797317505
1628525143.0801473,191,0.024592652916908264
1628525182.4737935,192,0.024580322206020355
1628525221.7048721,193,0.024388300254940987
1628525260.977647,194,0.02454262785613537
1628525300.5444014,195,0.024773849174380302
1628525342.232715,196,0.024627765640616417
1628525381.2468212,197,0.024683130905032158
1628525420.746343,198,0.024761084467172623
1628525463.2404063,199,0.02455991692841053
